gene1,gene2,error,error_type,timestamp
CXCR3,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:22.161660
CXCR3,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:22.274404
CXCR3,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:22.382501
CXCR4,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:24.079866
CXCR4,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:24.731277
CXCR4,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:24.863462
CXCR4,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:26.523033
CXCR4,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:26.636413
CXCR4,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:26.753104
CXCR4,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:27.376803
CXCR4,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:27.782506
CXCR4,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:29.469640
CXCR4,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:32.144604
CXCR4,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:32.259669
CXCR4,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:32.630584
CXCR4,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:33.010266
CXCR4,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:33.127102
CXCR4,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:34.810504
CXCR4,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:34.926398
CXCR4,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:35.043184
CXCR4,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:35.674992
CXCR4,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:36.311501
CXCR4,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:36.435415
CXCR4,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:36.550942
CXCR4,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:36.663298
CXCR4,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:38.068676
CXCR4,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:38.942910
CXCR4,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:39.322875
CXCR4,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:41.228217
CXCR4,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:41.339749
CXCR4,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:41.453714
CXCR4,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:41.829534
CXCR4,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:42.208171
CXCR4,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:42.314280
CXCR4,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:44.785364
CXCR4,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:45.164359
CXCR4,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:45.274106
CXCR4,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:45.381277
DPEP3,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:46.806281
DPEP3,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:47.438180
DPEP3,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:47.557086
DPEP3,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:49.228047
DPEP3,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:49.347457
DPEP3,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:49.460863
DPEP3,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:50.113109
DPEP3,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:50.493254
DPEP3,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:52.163910
DPEP3,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:54.885252
DPEP3,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:55.000918
DPEP3,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:55.366552
DPEP3,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:55.750114
DPEP3,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:55.859873
DPEP3,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:57.518918
DPEP3,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:57.645791
DPEP3,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:57.768214
DPEP3,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:58.406749
DPEP3,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:59.035332
DPEP3,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:59.146281
DPEP3,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:59.260333
DPEP3,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:23:59.376456
DPEP3,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:00.776293
DPEP3,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:01.694576
DPEP3,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:02.085894
DPEP3,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:04.039257
DPEP3,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:04.153781
DPEP3,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:04.267075
DPEP3,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:04.646869
DPEP3,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:05.022327
DPEP3,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:05.142935
DPEP3,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:07.592718
DPEP3,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:07.965612
DPEP3,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:08.079834
DPEP3,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:08.195597
EDNRB,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:09.351100
EDNRB,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:09.976916
EDNRB,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:10.097120
EDNRB,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:11.816135
EDNRB,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:11.937349
EDNRB,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:12.050539
EDNRB,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:12.674042
EDNRB,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:13.049207
EDNRB,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:14.690661
EDNRB,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:17.397119
EDNRB,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:17.511022
EDNRB,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:17.889030
EDNRB,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:18.267026
EDNRB,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:18.380115
EDNRB,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:20.058695
EDNRB,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:20.173626
EDNRB,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:20.292196
EDNRB,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:20.915549
EDNRB,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:21.554250
EDNRB,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:21.677122
EDNRB,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:21.786648
EDNRB,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:21.898183
EDNRB,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:23.351389
EDNRB,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:24.247006
EDNRB,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:24.625106
EDNRB,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:26.574846
EDNRB,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:26.691959
EDNRB,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:26.804863
EDNRB,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:27.189469
EDNRB,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:27.575472
EDNRB,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:27.693179
EDNRB,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:30.152042
EDNRB,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:30.523888
EDNRB,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:30.636889
EDNRB,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:30.750811
EFNA4,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:31.634673
EFNA4,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:32.297224
EFNA4,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:32.404787
EFNA4,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:34.097852
EFNA4,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:34.217083
EFNA4,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:34.329397
EFNA4,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:34.940526
EFNA4,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:35.304887
EFNA4,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:36.966628
EFNA4,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:39.690255
EFNA4,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:39.802165
EFNA4,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:40.191518
EFNA4,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:40.565105
EFNA4,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:40.676671
EFNA4,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:42.319710
EFNA4,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:42.429063
EFNA4,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:42.545824
EFNA4,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:43.186582
EFNA4,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:43.829597
EFNA4,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:43.940756
EFNA4,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:44.058784
EFNA4,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:44.174601
EFNA4,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:45.690342
EFNA4,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:46.586282
EFNA4,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:46.968143
EFNA4,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:48.924089
EFNA4,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:49.038892
EFNA4,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:49.152402
EFNA4,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:49.536814
EFNA4,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:49.917294
EFNA4,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:50.027857
EFNA4,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:52.447698
EFNA4,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:52.828508
EFNA4,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:52.938544
EFNA4,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:53.053286
ENG,ENO2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:53.701859
ENG,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:54.334754
ENG,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:54.449349
ENG,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:56.135213
ENG,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:56.250989
ENG,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:56.367642
ENG,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:56.993772
ENG,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:57.361098
ENG,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:24:59.040674
ENG,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:01.830490
ENG,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:01.954039
ENG,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:02.339163
ENG,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:02.733922
ENG,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:02.868518
ENG,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:04.548155
ENG,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:04.662543
ENG,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:04.774522
ENG,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:05.445608
ENG,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:06.128473
ENG,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:06.265613
ENG,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:06.397432
ENG,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:06.529465
ENG,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:07.979690
ENG,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:08.880803
ENG,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:09.280077
ENG,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:11.241897
ENG,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:11.370082
ENG,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:11.492854
ENG,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:11.924506
ENG,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:12.339328
ENG,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:12.459716
ENG,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:14.896713
ENG,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:15.263278
ENG,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:15.383135
ENG,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:15.506368
ENO2,ENPP3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.136929
ENO2,EREG,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.253715
ENO2,F3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.408740
ENO2,FCGR1A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.520964
ENO2,FGFR2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.630704
ENO2,FGFR4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.747876
ENO2,FLT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.866913
ENO2,FLT3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:16.978542
ENO2,FZD10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.145095
ENO2,FZD7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.259098
ENO2,GFRA1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.397707
ENO2,GPR78,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.533283
ENO2,GPRC5D,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.649570
ENO2,HAVCR1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.760953
ENO2,HLA-A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.868311
ENO2,HLA-DRA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:17.984278
ENO2,HLA-DRB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.103124
ENO2,IGF1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.238164
ENO2,IL2RA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.347888
ENO2,IL7R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.457957
ENO2,ITGA10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.572951
ENO2,ITGA2B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.690174
ENO2,ITGAE,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.810716
ENO2,ITGB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:18.925087
ENO2,ITGB5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.039630
ENO2,ITGB8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.152951
ENO2,KDR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.267398
ENO2,LAMP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.424853
ENO2,LSR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.566097
ENO2,MCAM,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.724998
ENO2,MICA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.849703
ENO2,MICB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:19.966016
ENO2,MRC1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.092495
ENO2,MSLN,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.209101
ENO2,MST1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.327174
ENO2,MUC13,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.504285
ENO2,MUC17,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.618864
ENO2,NCAM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.762635
ENO2,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:20.885328
ENO2,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.082155
ENO2,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.201785
ENO2,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.322907
ENO2,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.443413
ENO2,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.563435
ENO2,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.703385
ENO2,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.817402
ENO2,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:21.936086
ENO2,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.064562
ENO2,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.197893
ENO2,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.311705
ENO2,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.426592
ENO2,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.540240
ENO2,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.656583
ENO2,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.774591
ENO2,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:22.886368
ENO2,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.065343
ENO2,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.201458
ENO2,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.377442
ENO2,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.510082
ENO2,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.631424
ENO2,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.755373
ENO2,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:23.881812
ENO2,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.005113
ENO2,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.139829
ENO2,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.262648
ENO2,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.390781
ENO2,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.539770
ENO2,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.736341
ENO2,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:25:24.859675
ENPP3,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:25.261227
ENPP3,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:25.389466
ENPP3,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:27.121878
ENPP3,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:27.235455
ENPP3,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:27.352638
ENPP3,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:28.002911
ENPP3,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:28.384040
ENPP3,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:30.109024
ENPP3,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:32.847042
ENPP3,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:32.967686
ENPP3,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:33.353878
ENPP3,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:33.728748
ENPP3,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:33.836266
ENPP3,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:35.553690
ENPP3,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:35.667228
ENPP3,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:35.778741
ENPP3,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:36.415056
ENPP3,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:37.046287
ENPP3,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:37.171428
ENPP3,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:37.293198
ENPP3,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:37.419133
ENPP3,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:38.850102
ENPP3,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:39.724703
ENPP3,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:40.104217
ENPP3,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:42.034866
ENPP3,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:42.149740
ENPP3,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:42.261900
ENPP3,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:42.641704
ENPP3,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:43.038590
ENPP3,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:43.150953
ENPP3,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:45.689892
ENPP3,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:46.068241
ENPP3,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:46.191255
ENPP3,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:46.312806
EREG,ESR1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:46.982019
EREG,F2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:47.099586
EREG,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:48.817085
EREG,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:48.935988
EREG,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:49.057955
EREG,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:49.691994
EREG,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:50.091012
EREG,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:51.784976
EREG,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:54.526018
EREG,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:54.646454
EREG,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:55.049119
